OrdNo,equipment_description,Carrier_Name,Created_Date,Route,LTDeliv
VE601485362022,TRAILER_CONTAINER20,MSM,2022-06-06,JAWA TENGAH-JAWA TENGAH,0
VE594755622022,TRAILER_CONTAINER20,MSM,2022-03-18,JAWA TENGAH-JAWA TENGAH,2
VE598278332022,TRAILER_CONTAINER20,MSM,2022-04-28,JAWA TENGAH-JAWA TENGAH,0
VE594755602022,TRAILER_CONTAINER20,MSM,2022-03-18,JAWA TENGAH-JAWA TENGAH,2
VE598278222022,TRAILER_CONTAINER20,MSM,2022-04-28,JAWA TENGAH-JAWA TENGAH,0
VE594755572022,TRAILER_CONTAINER20,PKA,2022-03-18,JAWA TENGAH-JAWA TENGAH,2
VE598278582022,TRAILER_CONTAINER20,RJT,2022-04-28,JAWA TENGAH-JAWA TENGAH,0
VE598278342022,TRAILER_CONTAINER20,MSM,2022-04-28,JAWA TENGAH-JAWA TENGAH,0
VE598278292022,TRAILER_CONTAINER20,MSM,2022-04-28,JAWA TENGAH-JAWA TENGAH,0
VE599102442022,TRAILER_CONTAINER20,RJT,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE599102762022,TRAILER_CONTAINER20,RJT,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE599102592022,TRAILER_CONTAINER20,RJT,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE595154112022,TRAILER_CONTAINER40,PCP,2022-03-23,JAWA TENGAH-JAWA TENGAH,0
VE599102292022,TRAILER_CONTAINER20,MSM,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE599102372022,TRAILER_CONTAINER20,RJT,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE599102142022,TRAILER_CONTAINER20,MSM,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE599102172022,TRAILER_CONTAINER20,MSM,2022-05-09,JAWA TENGAH-JAWA TENGAH,0
VE597012572022,TRAILER_CONTAINER40,PKA,2022-04-13,JAWA TENGAH-JAWA TIMUR,0
VE597012582022,TRAILER_CONTAINER40,PKA,2022-04-13,JAWA TENGAH-JAWA TIMUR,6
VE597882622022,TRAILER_CONTAINER20,TPS,2022-04-25,JAWA TIMUR-JAWA TIMUR,0
VE597997542022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597995202022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,15
VE597627742022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627762022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE596221252022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596221262022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE597080892022,TRAILER_CONTAINER20,SPM,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597398152022,TRAILER_CONTAINER20,PNI,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597399702022,TRAILER_CONTAINER20,PNI,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597399382022,TRAILER_CONTAINER20,PNI,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE596221242022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596221232022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596221212022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596221222022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE597400002022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597399262022,TRAILER_CONTAINER20,PNI,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597398602022,TRAILER_CONTAINER20,PNI,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE596220962022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596644252022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE596644212022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE596643332022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE596644102022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE597402832022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597402632022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE596221202022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596643232022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE597402252022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597402172022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597401812022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597401842022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE596225952022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596643162022,TRAILER_CONTAINER20,PNI,2022-04-08,JAWA TIMUR-JAWA TIMUR,3
VE597401862022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597079992022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597080802022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597080692022,TRAILER_CONTAINER20,SPM,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597080612022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE594350712022,TRAILER_CONTAINER20,SPM,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE596225922022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596225612022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE597079672022,TRAILER_CONTAINER20,PNI,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE596225202022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596225472022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE597401002022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597401742022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597401422022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE596223552022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596220952022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE597400772022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597400582022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597400132022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597400552022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE594749422022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,3
VE594749352022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594350432022,TRAILER_CONTAINER20,CGG,2022-03-15,JAWA TIMUR-JAWA TIMUR,8
VE594350352022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594350202022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE597151172022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151902022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151892022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151912022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151692022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151512022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151192022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE594350072022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594350112022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE597141892022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141872022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141902022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141912022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141852022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141812022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141932022,TRAILER_CONTAINER20,TPS,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141942022,TRAILER_CONTAINER20,TPS,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597081022022,TRAILER_CONTAINER20,SPM,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597080902022,TRAILER_CONTAINER20,SPM,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597141982022,TRAILER_CONTAINER20,TPS,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597079962022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597079932022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597141922022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597141962022,TRAILER_CONTAINER20,TPS,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597389622022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597392232022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597392162022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390672022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390282022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390242022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390112022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390142022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391972022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597392132022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390072022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597390052022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391282022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391512022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391362022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597392312022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597389952022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391222022,TRAILER_CONTAINER20,CGG,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391172022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597391042022,TRAILER_CONTAINER20,HEE,2022-04-19,JAWA TIMUR-JAWA TIMUR,0
VE597152882022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152862022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597624082022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597624142022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE597141792022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE597152802022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152782022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152752022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152732022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152682022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151002022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152652022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597624362022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE597152522022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152262022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152272022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152092022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152082022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151982022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597152102022,TRAILER_CONTAINER20,CGG,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597151922022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE597150982022,TRAILER_CONTAINER20,HEE,2022-04-14,JAWA TIMUR-JAWA TIMUR,3
VE596239322022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596239252022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596239192022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596249072022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596249012022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596248912022,TRAILER_CONTAINER20,SPM,2022-04-05,JAWA TIMUR-JAWA TIMUR,13
VE597081722022,TRAILER_CONTAINER20,PSK,2022-04-13,JAWA TIMUR-JAWA TIMUR,0
VE596248742022,TRAILER_CONTAINER20,SPM,2022-04-05,JAWA TIMUR-JAWA TIMUR,13
VE596248792022,TRAILER_CONTAINER20,SPM,2022-04-05,JAWA TIMUR-JAWA TIMUR,13
VE596248442022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596246732022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596246672022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596247632022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596238292022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596240642022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596247732022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596238382022,TRAILER_CONTAINER20,SPM,2022-04-05,JAWA TIMUR-JAWA TIMUR,13
VE597079862022,TRAILER_CONTAINER20,TPS,2022-04-13,JAWA TIMUR-JAWA TIMUR,1
VE597141782022,TRAILER_CONTAINER20,PNI,2022-04-14,JAWA TIMUR-JAWA TIMUR,0
VE596246622022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596246572022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596242542022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596242442022,TRAILER_CONTAINER20,PNI,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE596242382022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596240552022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596240072022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596239492022,TRAILER_CONTAINER20,HEE,2022-04-05,JAWA TIMUR-JAWA TIMUR,2
VE596240412022,TRAILER_CONTAINER20,TPS,2022-04-05,JAWA TIMUR-JAWA TIMUR,3
VE600204402022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204772022,TRAILER_CONTAINER20,PSK,2022-05-20,JAWA TIMUR-JAWA TIMUR,0
VE600204792022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204922022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204912022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600207752022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207742022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE597339502022,TRAILER_CONTAINER20,TPS,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338992022,TRAILER_CONTAINER20,CGG,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338942022,TRAILER_CONTAINER20,TPS,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338912022,TRAILER_CONTAINER20,TPS,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338882022,TRAILER_CONTAINER20,TPS,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338842022,TRAILER_CONTAINER20,CGG,2022-04-18,JAWA TIMUR-JAWA TIMUR,3
VE597338782022,TRAILER_CONTAINER20,CGG,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338682022,TRAILER_CONTAINER20,CGG,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339892022,TRAILER_CONTAINER20,PNI,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339882022,TRAILER_CONTAINER20,PNI,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339532022,TRAILER_CONTAINER20,PNI,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339852022,TRAILER_CONTAINER20,PNI,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339542022,TRAILER_CONTAINER20,PNI,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597339522022,TRAILER_CONTAINER20,TPS,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE597338662022,TRAILER_CONTAINER20,CGG,2022-04-18,JAWA TIMUR-JAWA TIMUR,0
VE600207722022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204732022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204432022,TRAILER_CONTAINER20,PSK,2022-05-20,JAWA TIMUR-JAWA TIMUR,0
VE600204932022,TRAILER_CONTAINER20,PSK,2022-05-20,JAWA TIMUR-JAWA TIMUR,0
VE600204582022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600204452022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,0
VE594750002022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594747192022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594747522022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594747262022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594747042022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594354132022,TRAILER_CONTAINER20,SPM,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594349452022,TRAILER_CONTAINER20,UHT,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE589276772022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589276692022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589276612022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589276522022,TRAILER_CONTAINER20,CGG,2022-01-17,JAWA TIMUR-JAWA TIMUR,7
VE589275982022,TRAILER_CONTAINER20,CGG,2022-01-17,JAWA TIMUR-JAWA TIMUR,0
VE589275612022,TRAILER_CONTAINER20,CGG,2022-01-17,JAWA TIMUR-JAWA TIMUR,0
VE589275562022,TRAILER_CONTAINER20,CGG,2022-01-17,JAWA TIMUR-JAWA TIMUR,0
VE589275432022,TRAILER_CONTAINER20,SPM,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589254762022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589275182022,TRAILER_CONTAINER20,SPM,2022-01-17,JAWA TIMUR-JAWA TIMUR,9
VE589274552022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589271062022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589270902022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589270232022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589270142022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589270082022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589270012022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589269782022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589257232022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589254302022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589256912022,TRAILER_CONTAINER20,PNI,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589256282022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589256722022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589255812022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589255772022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589255692022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,0
VE589278702022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589278312022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589278292022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589278282022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589278192022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589278112022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589277532022,TRAILER_CONTAINER20,HEE,2022-01-17,JAWA TIMUR-JAWA TIMUR,1
VE589255642022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589277312022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE589276802022,TRAILER_CONTAINER20,TPS,2022-01-17,JAWA TIMUR-JAWA TIMUR,2
VE594353762022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594353892022,TRAILER_CONTAINER20,CGG,2022-03-15,JAWA TIMUR-JAWA TIMUR,8
VE594749272022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594747812022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594749192022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE597622562022,TRAILER_CONTAINER20,HEE,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE600204752022,TRAILER_CONTAINER20,PSK,2022-05-20,JAWA TIMUR-JAWA TIMUR,0
VE600204672022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE594856632022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594856472022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594762712022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594762722022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594762652022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594856652022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,6
VE594866242022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,6
VE594866412022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
