OrdNo,equipment_description,Carrier_Name,Created_Date,Route,LTDeliv
VE594867432022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594866852022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594866752022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594856452022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594856442022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594856432022,TRAILER_CONTAINER20,PNI,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594351782022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594352012022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594352502022,TRAILER_CONTAINER20,UHT,2022-03-15,JAWA TIMUR-JAWA TIMUR,8
VE594352702022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594349112022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594351632022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594351712022,TRAILER_CONTAINER20,SPM,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594352162022,TRAILER_CONTAINER20,PNI,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594866652022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594866702022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594866462022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,6
VE594866582022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594867692022,TRAILER_CONTAINER20,HEE,2022-03-21,JAWA TIMUR-JAWA TIMUR,2
VE594762682022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594760122022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594760272022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594351432022,TRAILER_CONTAINER20,SPM,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594351262022,TRAILER_CONTAINER20,UHT,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594760932022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594757392022,TRAILER_CONTAINER20,CGG,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594761152022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594349022022,TRAILER_CONTAINER20,CGG,2022-03-15,JAWA TIMUR-JAWA TIMUR,8
VE594758332022,TRAILER_CONTAINER20,SPM,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594758222022,TRAILER_CONTAINER20,TPS,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594757042022,TRAILER_CONTAINER20,CGG,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594758592022,TRAILER_CONTAINER20,SPM,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE597997342022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597997312022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE594759692022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594760032022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594758402022,TRAILER_CONTAINER20,SPM,2022-03-18,JAWA TIMUR-JAWA TIMUR,6
VE597622672022,TRAILER_CONTAINER20,HEE,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE594757892022,TRAILER_CONTAINER20,CGG,2022-03-18,JAWA TIMUR-JAWA TIMUR,10
VE594761962022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594760382022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594351532022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE594759402022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594759682022,TRAILER_CONTAINER20,PNI,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594757692022,TRAILER_CONTAINER20,CGG,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594762112022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594760462022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594760842022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594757962022,TRAILER_CONTAINER20,CGG,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594758062022,TRAILER_CONTAINER20,SPM,2022-03-18,JAWA TIMUR-JAWA TIMUR,5
VE594761652022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594761412022,TRAILER_CONTAINER20,HEE,2022-03-18,JAWA TIMUR-JAWA TIMUR,2
VE594350922022,TRAILER_CONTAINER20,HEE,2022-03-15,JAWA TIMUR-JAWA TIMUR,0
VE597627752022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627592022,TRAILER_CONTAINER20,PNI,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597624852022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597627572022,TRAILER_CONTAINER20,PNI,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627652022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627732022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627692022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597996882022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,15
VE597995872022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597996222022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,15
VE600076412022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE595355522022,TRAILER_CONTAINER20,HEE,2022-03-25,JAWA TIMUR-JAWA TIMUR,2
VE595355512022,TRAILER_CONTAINER20,HEE,2022-03-25,JAWA TIMUR-JAWA TIMUR,2
VE595365582022,TRAILER_CONTAINER20,HEE,2022-03-25,JAWA TIMUR-JAWA TIMUR,2
VE595364842022,TRAILER_CONTAINER20,HEE,2022-03-25,JAWA TIMUR-JAWA TIMUR,2
VE595364822022,TRAILER_CONTAINER20,HEE,2022-03-25,JAWA TIMUR-JAWA TIMUR,2
VE597624062022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623922022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623802022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623702022,TRAILER_CONTAINER20,CGG,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623662022,TRAILER_CONTAINER20,CGG,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623562022,TRAILER_CONTAINER20,CGG,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623552022,TRAILER_CONTAINER20,PSK,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623202022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623122022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623012022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597622852022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597622712022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE600125652022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600125582022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600085062022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600123142022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600123022022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600093652022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600123102022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,5
VE600124392022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600124172022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600125842022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600125972022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600242732022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600242592022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600242462022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600242392022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600239692022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600241162022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600241352022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600244212022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600242322022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600241142022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600241862022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600242282022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600242122022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600240662022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600241092022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600243912022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600243762022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600241542022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600244262022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600240552022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600239932022,TRAILER_CONTAINER20,CGG,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600243072022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600243442022,TRAILER_CONTAINER20,PNI,2022-05-20,JAWA TIMUR-JAWA TIMUR,3
VE600076262022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076272022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076182022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076252022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076332022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076322022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076172022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597999372022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,1
VE600076312022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076302022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597627672022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627722022,TRAILER_CONTAINER20,HEE,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE600076482022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600077502022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076442022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076432022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076452022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597627582022,TRAILER_CONTAINER20,PNI,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627632022,TRAILER_CONTAINER20,PNI,2022-04-21,JAWA TIMUR-JAWA TIMUR,1
VE597627602022,TRAILER_CONTAINER20,PNI,2022-04-21,JAWA TIMUR-JAWA TIMUR,4
VE597624872022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597624822022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE600076402022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600077512022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600077522022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597998852022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597998632022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597997692022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE600076342022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597624352022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE597624092022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE600076392022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076382022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076372022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597623942022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597624072022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623962022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623882022,TRAILER_CONTAINER20,TPS,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623682022,TRAILER_CONTAINER20,CGG,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE600076292022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076282022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597621932022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE597623242022,TRAILER_CONTAINER20,CGG,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623142022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597623062022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE600076352022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076362022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597622952022,TRAILER_CONTAINER20,PNI,2022-04-20,JAWA TIMUR-JAWA TIMUR,1
VE597621622022,TRAILER_CONTAINER20,SPM,2022-04-20,JAWA TIMUR-JAWA TIMUR,4
VE597995192022,TRAILER_CONTAINER20,TPS,2022-04-26,JAWA TIMUR-JAWA TIMUR,1
VE597999362022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE600076472022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE600076462022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE597999132022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597998882022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597998942022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597997622022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597997552022,TRAILER_CONTAINER20,HEE,2022-04-26,JAWA TIMUR-JAWA TIMUR,0
VE597995132022,TRAILER_CONTAINER20,TPS,2022-04-26,JAWA TIMUR-JAWA TIMUR,2
VE600076422022,TRAILER_CONTAINER20,PNI,2022-05-19,JAWA TIMUR-JAWA TIMUR,1
VE599395632022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599395622022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599395312022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE600538202022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538172022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE599395072022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599393072022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE600134952022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600134712022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600134442022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600134372022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600133662022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600131632022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600130042022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600204392022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,4
VE600204382022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,4
VE600204372022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,4
VE600204352022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,4
VE600204342022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,4
VE600136192022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600135922022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600538272022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538252022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE599386572022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE600135352022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600135542022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600126832022,TRAILER_CONTAINER20,HEE,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE600538212022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,0
VE600538232022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE599392382022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599390812022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE600135262022,TRAILER_CONTAINER20,TPS,2022-05-19,JAWA TIMUR-JAWA TIMUR,4
VE599390472022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599390222022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599390132022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599408842022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599390092022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599408652022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599408292022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599408132022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599408012022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599390512022,TRAILER_CONTAINER20,PNI,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599407632022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599407542022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599406412022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599406212022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599405492022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599386652022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599407692022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599405402022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599396782022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599396722022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599396872022,TRAILER_CONTAINER20,CGG,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE599396422022,TRAILER_CONTAINER20,HEE,2022-05-11,JAWA TIMUR-JAWA TIMUR,0
VE600538532022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,0
VE600538322022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538142022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538122022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538582022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,0
VE600538312022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538292022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538302022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE600538282022,TRAILER_CONTAINER20,TPS,2022-05-24,JAWA TIMUR-JAWA TIMUR,8
VE600538102022,TRAILER_CONTAINER20,HEE,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
VE601022122022,TRAILER_CONTAINER20,PNI,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022252022,TRAILER_CONTAINER20,TPS,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022232022,TRAILER_CONTAINER20,TPS,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022242022,TRAILER_CONTAINER20,TPS,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022202022,TRAILER_CONTAINER20,TPS,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022192022,TRAILER_CONTAINER20,PNI,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022182022,TRAILER_CONTAINER20,PNI,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022172022,TRAILER_CONTAINER20,PNI,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022142022,TRAILER_CONTAINER20,PNI,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE601022262022,TRAILER_CONTAINER20,TPS,2022-05-31,JAWA TIMUR-JAWA TIMUR,2
VE600207622022,TRAILER_CONTAINER20,TPS,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207662022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207632022,TRAILER_CONTAINER20,TPS,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207602022,TRAILER_CONTAINER20,TPS,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600206302022,TRAILER_CONTAINER20,TPS,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207792022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600207782022,TRAILER_CONTAINER20,HEE,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600205142022,TRAILER_CONTAINER20,TPS,2022-05-20,JAWA TIMUR-JAWA TIMUR,2
VE600537982022,TRAILER_CONTAINER20,PNI,2022-05-24,JAWA TIMUR-JAWA TIMUR,2
